timestamp,yaw,pitch,roll,ax,ay,az
0.0211591720581054,3.93,9.48,0.8,0.0,0.0,0.0
0.0568337440490722,3.93,9.49,0.8,-0.0,0.0,-0.0
0.0956909656524658,3.94,9.49,0.81,0.0,0.0,0.0
0.1401882171630859,3.94,9.49,0.81,-0.0,0.0,-0.0
0.1809053421020507,3.94,9.49,0.81,-0.0,0.0,0.0
0.2226157188415527,3.95,9.49,0.81,-0.0,0.0,0.01
0.2624959945678711,3.95,9.5,0.81,0.0,0.0,0.01
0.3010463714599609,3.95,9.5,0.81,0.0,0.0,0.01
0.3374989032745361,3.95,9.51,0.81,0.0,-0.0,0.01
0.3828446865081787,3.93,9.52,0.8,0.01,-0.01,0.0
0.4201757907867431,3.55,9.52,0.6,0.03,-0.03,-0.0
0.4633464813232422,3.55,9.54,0.51,0.03,-0.01,-0.04
0.4952650070190429,4.08,9.62,0.51,0.05,0.01,-0.04
0.5424246788024902,4.08,9.62,0.7,0.07,0.11,0.09
0.5828802585601807,3.75,9.39,0.88,0.07,0.01,0.09
0.6243088245391846,3.75,9.37,0.78,0.09,0.08,0.14
0.6617569923400879,3.75,9.39,0.88,0.06,0.02,0.09
0.7056026458740234,3.75,9.4,0.9,0.07,0.02,0.09
0.7413332462310791,3.75,9.73,1.18,0.07,-0.09,0.07
0.7832350730895996,3.75,9.73,1.18,0.07,-0.14,-0.1
0.824397087097168,3.87,9.54,0.59,0.06,-0.14,-0.1
0.8618814945220947,3.87,9.54,0.59,0.06,-0.14,-0.1
0.9055948257446288,4.26,9.53,0.8,-0.1,0.13,-0.06
0.9476091861724854,5.0,9.53,0.89,-0.13,0.13,-0.06
0.9866185188293456,5.48,9.52,1.04,-0.13,-0.06,-0.1
1.0294106006622314,5.5,9.49,1.04,0.07,-0.06,-0.1
1.069911003112793,5.5,9.5,0.93,0.1,-0.02,-0.03
1.107006549835205,5.31,9.5,0.85,0.07,-0.01,-0.03
1.148031234741211,4.69,9.5,0.75,0.1,0.01,-0.03
1.1867947578430176,4.47,9.49,0.75,0.05,0.01,0.01
1.229745626449585,4.47,9.49,0.74,0.05,0.06,0.01
1.270340919494629,4.64,9.5,0.74,-0.03,0.01,-0.03
1.3108952045440674,4.7,9.56,0.79,-0.03,0.01,-0.08
1.3522114753723145,4.98,9.56,0.95,0.05,-0.05,-0.03
1.3901479244232178,5.06,9.45,1.0,0.09,-0.05,0.19
1.428577184677124,5.54,9.45,1.03,0.08,0.08,0.19
1.4719042778015137,5.89,9.54,1.14,0.12,0.13,0.0
1.512065887451172,6.17,9.54,1.3,0.08,0.13,-0.03
